,Name,URL,Description,Ingredients,Instructions,Keywords,Question
476,Apricot Julep,https://www.theeducatedbarfly.com/apricot-julep/,"Today we’re celebrating this glorious summer weather by making an Apricot Julep. This one we’re doing from one of my favorite bartenders Tony Abu-Ganim who is now located in Las Vegas, Nevada. Mint Juleps are a summer staple, and this season really just doesn’t feel right without them, so I try and bring you some great variation every year, sometimes two. ","- 2 oz Bourbon
- .5 oz Apricot Liqueur
- .5 oz Simple Syrup
- 10-14 Mint Leaves
- 3 Apricot Slices
- Mint Sprig
- Julep Mug
","1. Add mint leaves and apricot to mug and lightly muddle
2. add rest of ingredients
3. Add Pebble ice and stir until cold
4. Top with pebble ice
5. Garnish with Mint Sprig
",,"Could you please recreate or recommend a cocktail similar to the Apricot Julep, highlighting the bourbon base and the rich history of the classic Mint Julep?"
477,Jungle Bird,https://www.theeducatedbarfly.com/jungle-bird/,"According to the first published recipe of this drink in “The New American Bartender’s Guide” by John J. Poister (1989) the Jungle Bird was created at the Aviary bar in Kuala Lumpor, Malaysia in 1978. ","- 2 oz Dark Jamaica Rum
- .75 oz Campari
- 2 oz Pineapple Juice
- .5 oz Lime Juice
- .5 oz Simple Syrup
- Pineapple Fronds
- Orchid Flowers
","1. Add ingredients to mixing cup
2. Add Pebble ice
3. Blend with drink mixer (ie Hamilton Beach)
4. Pour into glass and top with Pebble ice
5. Garnish with Pineappple Fronds
",,"Excuse me, bartender. Can I please have a Jungle Bird cocktail?"
478,Arinato,https://www.theeducatedbarfly.com/arinato/,"It is really surprising that it took me so long to get to the drinks of Ivy Mix. She is truly one of the masters behind the bar working in the industry today. In any case, she has a new book called Spirits Of Latin America and all of you should have it because it’s pretty incredible. This video is a bit of a risk because it features a lot of ingredients but I think it features stuff that most of you have by now so it shouldn’t be too out of reach and it really is fantastic. Anyway buy the book, buy a shirt to help homeless pit bulls and of course make the drink!","- 1.5 oz Espadin Mezcal
- .75 oz Lillet Blanc
- .5 oz Dolin Dry Vermouth
- .25 oz Yellow Chartreuse
- 2 Dashes Peychaud’s Bitters
- 1 Tsp Maraschino Liqueur
- Grapefruit Twist
","1. Add ingredients to mixing glass
2. Add ice and stir until chilled
3. Strain into glass with large rock ice
4. Garnish with Grapefruit twist
",,"Can you recommend a cocktail that features the smoky flavor of mezcal, the herbal notes of Chartreuse, and the refreshing touch of grapefruit?"
479,Pineapple Daiquiri,https://www.theeducatedbarfly.com/pineapple-daiquiri/,"You’ll find the Pineapple Daiquiri at the Varnish in Downtown Los Angeles. Don’t know what the Varnish is? Shame on you! It’s the speakeasy style bar in the back of Cole’s French Dip and not only is it one hell of a place, but they serve some of the best drinks in town. For those of you that don’t know, The Varnish is the Los Angeles arm of the Milk & Honey family of bars which began with Sasha Petraske in NYC. Eric Alperin, co-owner of the Varnish has opened a few other bars since including Bar Clackson, The Slipper Clutch and of course Penny Pound Ice Co. ","- 2 oz Dark Rum
- .75 oz Pineapple Juice Unsweetened
- .5 oz Lime Juice
- .5 oz Simple Syrup
- Coupe
","1. Add ingredients to tin
2. Add ice and shake 8-10 seconds
3. Strain into chilled Coupe
",,"What rum-based cocktail do you recommend that includes the flavors of dark rum, pineapple juice, lime juice, and simple syrup?"
480,Penicillin,https://www.theeducatedbarfly.com/penicillin/,"The Penicillin was created by Australian bartender Sam Ross during his time at the famous New York City bar Milk & Honey. Ross honed his bartending skills in Australia before moving to New York to work at Milk & Honey, but he also worked at bars such as Little Branch, The Pegu Club and I believe is one of the owners of Attaboy, which took over what was Milk & Honey after it closed it’s doors. This drink is a Variation of a Variation in that it was inspired by Tj Siegal‘s Whiskey Sour Variation the Gold Rush created at Milk & Honey in 2001. The major controlling idea behind (And Brilliance Of) Milk & Honey’s bar program was based on small tweaks to make big changes and thus new cocktails. So many people look at drink recipes and say “this is just a blank but subbing bank for blank” and every time I see this I gotta chuckle. The fact of the matter is, there are only a handful of Root Cocktails which gave birth to all the myriad cocktails out there. Everything is a play on a play on a play. The art is how you pair those flavors and how you express your creativity while adhering to those simple ideas. Hope you guys have been inspired! Make this drink and go create!","- 2 oz Scotch Whiskey
- .75 oz Lemon Juice
- .375 oz Honey Syrup
- .375 oz Ginger Syrup
- Float Laphroaig Islay Scotch
- Candied Ginger
","1. Add ingredients to tin
2. Add ice and shake 8-10 seconds
3. Strain into glass with large rock of ice
4. Float Laphroaig or your choice of Islay Scotch
5. Garnish with Candied Ginger
",,"What cocktail would you recommend that combines the flavors of smoky scotch, tangy lemon, sweet honey and ginger?"
481,Switchblade,https://www.theeducatedbarfly.com/switchblade/,"The Switchblade was created by Nashville bartender Riley Perrin who plies her trade at Attaboy (In East Nashville). Attaboy is owned by Milk & Honey Alum Sam Ross and is one fantastic bar. I got to visit the East Nashville location last year and I gotta say, it’s amazing. If you’re in the Nashville area and are able you gotta check it out! Anyway, hope you enjoy the episode! I know you’re gonna love the drink!","- 2 oz Blanco Tequila
- .5 oz White Creme de Cacao
- .75 oz Lime Juice
- .25 oz Simple Syrup
- Ground Cayenne Pepper
","1. Add ingredients to tin
2. Add ice and shake 8-10 Seconds
3. Strain into chilled coupe
4. Garnish with Cayenne Pepper Sprinkle
",,"Could you please recommend a cocktail that combines the flavors of Blanco Tequila, White Creme de Cacao, lime juice, and a hint of cayenne pepper?"
482,Three-Ingredient Midori Sour,https://www.theeducatedbarfly.com/three-ingredient-midori-sour/,"Midori is making a triumphant return to respectable drinking culture! For many years it was relegated to the night club circuit being slopped together with badly produced sour mix! And really it’s not THAAAT surprising. Midori was, in fact unveiled in America at a party commemorating the cast of the film Saturday Night Fever at Studio 54 (in NYC) in 1978! That’s true. And so it being relegated to the night club scene is pretty on the nose. That said, Midori is a quality product. It is made with a mix of Melons one of which is the prized Yubari Melon which routinely are sold for upwards of a hundred dollars. It was first brought to market as ‘Hermes Melon Liqueur” IN 1964 butch changed it’s name to Midori (The Japanese word for Green) in 1978 and unveiled as such at the party I mentioned earlier. It is now made by Suntory and is manufactured not just in Japan but also in Mexico, The United States and France. The French version is sweeter than the original Japanese.","- 2 oz Midori
- 1 oz Lime Juice
- Egg White
","1. Add ingredients to tin
2. Add large rock of ice and shake for 20-30 seconds to create a nice foam
3. Strain into chilled glass
",,Could you make me a cocktail that features Midori and pays homage to its history and reputation as a quality product?
483,Whiskey Peach Smash,https://www.theeducatedbarfly.com/whiskey-peach-smash/,"I really haven’t covered that many Dale Degroff cocktails on this channel and really it’s scandalous. I should do more of them. Thing is, that although I don’t share very much by way of cocktail aesthetics with Mr. DeGroff, he is without a doubt the father of the cocktail renaissance. Maybe not single handedly but it’s no mistake that many of the young bartenders finding their way in the 90’s and early aughts seeked out, took inspiration from or were directly mentored by Mr. DeGroff. He was the smart smart guy that figured out that maybe he should take a page from bartenders of the past and serve his drinks with fresh ingredients, shirking the overly produced, overly sweet mixers of the time. I’m lookin’ at you Rose’s!","- 2 oz Bonded Bourbon
- 1 oz Dry Curaçao
- 4 Lemon Wedges
- 2 Peach Slices
- 5 Mint Leaves
- Seasonal Fruit
","1. Add Mint Leaves and Lemon Wedges (peel down) to Tin and Lightly Muddle
2. Add rest of ingredients
3. Add ice and shake for 8-10 Seconds
4. Strain into glass filled with Pebble Ice
5. Top with Pebble ice
6. Garnish with Mint Sprig and Seasonal Fruits
",,"Can you recommend a cocktail that combines the flavors of whiskey, peach, mint, and lemon?"
484,Pendergast #2,https://www.theeducatedbarfly.com/pendergast-2/,"The Pendergast #2 was created by Kansas City Barman Ryan Maybee owner of not only the renowned speakeasy Manifesto (and it’s sister restaurant) but also the J. Rieger Kansas City Whiskey Brand! And it is fantastic Whiskey! Definitely go get yourself a bottle of this fantastic juice! The cocktail is named after Kansas City “Businessman” Tom Pendergast who, according to Sother Teague was the guy keeping things swinging in Kansas City during Prohibition. This lead to Kansas City’s reputation as a Jazz town and the creation of bebop.","- 1.5 oz Whiskey J. Rieger Kansas City Whiskey
- .75 oz Sweet Vermouth
- .5 oz Benedictine
- 2 Dashes Orange Bitters
- Lemon Twist
","1. Add ingredients to mixing glass
2. Add ice and stir until chilled
3. Strain into chilled glass
4. Garnish with Lemon Twist
",,"Could you please recommend a whiskey-based cocktail that incorporates sweet vermouth, Benedictine, and orange bitters, stirred and served with a lemon twist garnish?"
485,Gin and It,https://www.theeducatedbarfly.com/gin-and-it/,"The Gin and It was a cocktail which according to Dale Degroff most likely evolved from a sweet Martini, which in turn was an evolution of the Martinez cocktail. The Martinez being the drink which most people accept as the drink which the modern Martini evolved from, and the sweet Martini would be the first step in that evolution. So the Sweet Martini was a wildly popular drink during the 1880’s and 1890’s, imbibers would go to places like the Hoffman House in NYC to get it and as time went on and the Martini started to evolve into something closer to what we have now, people started referring to Sweet Martinis as a Gin & Italian (a reference to Sweet Vermouth which was known as Italian Vermouth). As time hurtled ever forward, the name was shortened Yet again and it was and is now known simply as a Gin & It. ","- 2 oz Gin
- 1 oz Sweet Vermouth
- Lemon Twist
","1. Add ingredients to mixing glass
2. Add ice and stir until chilled
3. Strain into chilled nick and nora
4. Garnish with Lemon Twist
","Gin, lemon twist, sweet vermouth, vermouth","Could you recommend a cocktail that highlights the flavors of gin, sweet vermouth, and a touch of citrus from a lemon twist?"
486,Frozen Strawberry Daiquiri,https://www.theeducatedbarfly.com/frozen-strawberry-daiquiri/,"It’s really a stretch to call this a guilty pleasure. This frozen Daiquiri isn’t just ANY frozen daiquiri as put forth by TGI Fridays, but as imagined by the amazing San Francisco Bar Trick Dog. One of the world’s best bars. And yet it’s hard to think of a drink more reviled than a Frozen Daiquiri of any kind and one more infamous than the strawberry variety. Trick Dog makes it reputation on very forward thinking culinary style cocktails oftentimes using surprising ingredients and the results are always frickin’ delicious. So, trashy or not do yourself a favor and go make this drink….and stop being lazy and make some fresh Strawberry puree the commercial version doesn’t hold a candle to it, trust me, I’ve tried it. Alright go forth young cocktail makers and make merry!","- 2.5 oz White Rum
- 1.5 oz Strawberry Puree
- 1 oz Lime Syrup
- 1 oz Simple Syrup
- Top Sweetened Heavy Cream (hand whipped)
- Mint Sprig
","1. Add ingredients and add a little bit over 1 cup of crushed or pebble ice to the blender
2. Blend for about 20 seconds
3. Pour into chilled glass
4. Top with Fresh Hand Whipped Cream. We put heavy cream in a squeeze bottle and add the coil from a Hawthorne strainer and shake for 10-15. You should be able to for a small bead on your hand with the cream.
5. Garnish with Fresh Mint Sprig.
","daqiuiri, frozen daiquiri, lime syrup, rum, strawberry, strawberry puree, white rum",What rum-based cocktail do you have that incorporates fresh strawberry puree and lime syrup to create a refreshing and fruity flavor?
487,Seven Seas Swizzle,https://www.theeducatedbarfly.com/seven-seas-swizzle/,"Today’s the very first time we are using Batavia Aarrack on the show. Batavia Aarrack is one of the oldest spirits in existence, it is a rum style spirit made from palm sugar and rice which originated on the Dutch colonized island of Java and was named after it’s capital city during the 17th century. It’s so old it even predates rum. Trade routes were responsible for the spirit traveling to the west where it became the premier ingredient for punches during the 18th and 19th century. As time went on it became less and less common until it was barely used at all thanks in large part to import taxes and the popularity of rum overtaking it. Now it’s enjoying a resurgence in popularity thanks to bartenders rediscovering it while unearthing old cocktail recipes.","- 2 oz Batavia-Arrack
- .5 oz Lime Juice
- .5 oz Green Tea Cane Syrup
- 1 Dash Orange Bitters
- Mint Sprig
- Dehydrated Lime wheel
- Nutmeg
","1. Add ingredients to tin and add shaking ice
2. Shake for 8-10 Seconds
3. Strain into glass and fill with pebble or crushed ice
4. Garnish with Mint sprig, lime wheel (we used dehydrated) and a dusting of fresh ground nutmeg
","arrack, batavia arrack, green tea","Could you recommend a cocktail that features Batavia-Arrack, a historically significant rum-style spirit with origins in Java during the 17th century?"
